id,n_models,source,title,doi,registration,estimation,model_notes,data,status,exclusion_reason,exclusion_reason_notes
p02656,NA,published,The major depressive disorder hierarchy: Rasch analysis of 6 items of the Hamilton Depression Scale covering the continuum of depressive syndrome,NA,none,Other ,Rasch analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0170000#sec013,excluded,Not an OLS model,not OLS
u02673,NA,unpublished,"The Nature, Cause and Consequence of COVID-19 Panic among Social Media Users in India",http://psyarxiv.com/dgr45/,none,Chi-square,Chi-square,https://github.com/malaybhattacharyya/COVID-19_Panic_Survey,excluded,Not an OLS model,not OLS
p02680,NA,published,Not just dead meat: An evolutionary account of corpse treatment in mortuary rituals,10.1163/15685373-12342196,none,NA,Frequencies only,data in the paper,excluded,Not an OLS model,not OLS
p02681,NA,published,Cue integration for continuous and categorical dimensions by synesthetes,10.1163/22134808-00002559,none,ML,Mixed effects models,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2VGOOY,excluded,Not an OLS model,not OLS
u02686,NA,unpublished,Social norms in adolescent risk engagement and recommendation,http://psyarxiv.com/4m876/,none,Bayesian estimation,Bayesian estimation,https://github.com/NomisCiri/Risk_Gaps,excluded,Not an OLS model,not OLS
p02693,NA,published,The use and out-of-pocket cost of urgent care clinics and retail-based clinics by adolescents and young adults compared with children,10.1016/j.jadohealth.2016.09.009,none,ML,Multinomial logistic regression,NA,excluded,Not an OLS model,not OLS
u02739,NA,unpublished,Controversies on Twitter about new approaches to recruitment practices and ethical issues of gamifying activities,http://psyarxiv.com/3a924/,none,No models,No models,https://figshare.com/articles/dataset/Export_Tropes_Emotaix_Martin_Taly_Inowlocki/7637024/1,excluded,Not an OLS model,not OLS
p02742,NA,published,Modeling motive activation in the Operant Motive Test: A psychometric analysis using dynamic Thurstonian item response theory,10.1037/mot0000041,none,ML,Mixed effects probit,http://dx.doi.org/10.1037/mot0000041.supp,excluded,Not an OLS model,not OLS
p02743,NA,published,The direct octaves rule: Testing a scene-analysis interpretation,10.1177/1029864915623093,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
p02754,NA,published,Depressive symptoms and functional decline following coronary interventions in older patients with coronary artery disease: A prospective cohort study,10.1186/s12888-016-0986-3,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
p02756,NA,published,Development and validation of clinical profiles of patients hospitalized due to behavioral and psychological symptoms of dementia,NA,none,FA,Scale development ,NA,excluded,Not an OLS model,not OLS
u02758,NA,unpublished,Gender stereotypes about leadership in early childhood,http://psyarxiv.com/ytsbn/,none,ML,Mixed effects models,https://osf.io/gytd3/,excluded,Not an OLS model,not OLS
u02764,NA,unpublished,Modeling word and morpheme order in natural language as an efficient tradeoff of memory and surprisal,http://psyarxiv.com/nu4qz/,none,Machine learning,NLP,https://github.com/m-hahn/memory-surprisal,excluded,Not an OLS model,not OLS
p02784,NA,published,The Intensive Care Lifeboat: A survey of lay attitudes to rationing dilemmas in neonatal intensive care,NA,none,Other ,McNemar-Bowker Test for symmetry of responses,NA,excluded,Not an OLS model,not OLS
p02785,NA,published,Relationship between early language skills and the development of inattention/hyperactivity symptoms during the preschool period: Results of the EDEN mother-child cohort,10.1186/s12888-016-1091-3,none,SEM,SEM,https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-016-1091-3#Sec18,excluded,Not an OLS model,not OLS
p02804,NA,published,Medium-term prognosis of an incident cohort of Parkinsonian patients compared to controls,10.1016/j.parkreldis.2016.08.010,none,Other ,Cox regression + Hazard ratios,NA,excluded,Not an OLS model,not OLS
u02821,NA,unpublished,Symbolic play provides a fertile context for language development,http://psyarxiv.com/eg8yz/,none,ML,Generalised linear models,https://osf.io/fnd58/,excluded,Not an OLS model,not OLS
p02842,NA,published,Teaching and preschoolers' ability to infer knowledge from mistakes,10.1016/j.jecp.2016.05.006,none,NP,Wilcoxon + Friedman,NA,excluded,Not an OLS model,not OLS
r02868,NA,published,The Selective Communication of Political Information,http://psyarxiv.com/pnr9u/,preregistered,ML,Multilevel models,https://osf.io/v742s/,excluded,Not an OLS model,not OLS
p02870,NA,published,Binge watching and advertising,10.1509/jm.15.0258,none,ML,Mixed effects logit,NA,excluded,Not an OLS model,not OLS
p02872,NA,published,Neural correlates and connectivity underlying stressâ€related impulse control difficulties in alcoholism,10.1111/acer.13166,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
u02879,NA,unpublished,The cortisol awakening response predicts a same-day index of executive function in healthy young adults,http://psyarxiv.com/58yeb/,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
u02884,NA,unpublished,Social and behavioural responses during the COVID-19 pandemic in Bosnia and Herzegovina,http://psyarxiv.com/s83ru/,none,No models,No models,https://mfr.osf.io/render?url=https%3A%2F%2Fosf.io%2Fp98r5%2Fdownload,excluded,Not an OLS model,not OLS
p02893,NA,published,Evidence for benefits of argumentation in a Mayan indigenous population,10.1016/j.evolhumbehav.2016.02.002,none,Other ,Z test comparing median scores,https://sites.google.com/site/hugomercier/Data%20Evidence%20for%20core%20features%20of%20reasoning.zip?attredirects=0,excluded,Not an OLS model,not OLS
p02897,NA,published,Experience-based probabilities modulate expectations in a gender-coded artificial language,10.3389/fpsyg.2016.01250,none,ML,Generalised linear mixed effects model,NA,excluded,Not an OLS model,not OLS
p02932,NA,published,Social learning in the real-world: â€˜Over-imitation' occurs in both children and adults unaware of participation in an experiment and independently of social interaction,10.1371/journal.pone.0159920,none,NP,Kruskal Wallis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159920#sec018,excluded,Not an OLS model,not OLS
u02954,NA,unpublished,Children‚Äôs evaluations of third-party responses to unfairness: Children prefer helping over punishment,http://psyarxiv.com/x8e7w/,none,ML,Mixed effects models,https://osf.io/2knxp/,excluded,Not an OLS model,not OLS
u02966,NA,unpublished,Reward rapidly enhances visual perception,http://psyarxiv.com/qh6y5/,none,ML,Mixed effects models,https://osf.io/9vuj6/,excluded,Not an OLS model,not OLS
u02973,NA,unpublished,Context-dependent learning in social interaction: Trait impressions support flexible social choices,http://psyarxiv.com/symrj/,none,ML,Mixed effects models,https://osf.io/496rn/?view_only=1d5f069aa26b421f9838e7328ba8f6a6,excluded,Not an OLS model,not OLS
r02981,NA,published,Within-Person Variability in First Impressions from Faces,http://psyarxiv.com/awjhz/,preregistered,ML,Generalised linear mixed effects model,https://osf.io/vbcwg/,excluded,Not an OLS model,not OLS
u02982,NA,unpublished,Mood Symptoms Predict COVID-19 Pandemic Distress but not Vice Versa: An 18-Month Longitudinal Study,http://psyarxiv.com/6qske/,none,SEM,SEM,https://osf.io/sjp4a/,excluded,Not an OLS model,not OLS
r02992,NA,published,Introducing Point-of-Interest as an alternative to Area-of-Interest for fixation duration analysis,10.1371/journal.pone.0250170,none,ML,Linear mixed effects models,https://osf.io/sfyj2/,excluded,Not an OLS model,not OLS
p03026,NA,published,Network diversity and affect dynamics: The role of personality traits,10.1371/journal.pone.0152358,none,ML,Mixed effects models,https://figshare.com/s/b3fc96e494e74bc9a0ba,excluded,Not an OLS model,not OLS
u03078,NA,unpublished,Australian and Italian Psychologists' View of Replication,http://psyarxiv.com/ks48e/,none,No models,No models,NA,excluded,Not an OLS model,not OLS
u03080,NA,unpublished,The Predictive Five: A ‚Äãsupervised learning approach to personality psychology,http://psyarxiv.com/sxzqy/,none,Machine learning,Machine learning,https://sites.google.com/michalkosinski.com/mypersonality,excluded,Not an OLS model,not OLS
p03084,NA,published,The subjective sensation of synchrony: An experimental study,10.1371/journal.pone.0147008,none,ML,Generalised linear mixed effects model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0147008#sec016,excluded,Not an OLS model,not OLS
p03107,NA,published,A trial examining an advanced practice nurse intervention to promote medication adherence and symptom management in adult cancer patients prescribed oral antiâ€cancer agents: Study protocol,10.1111/jan.12828,clinicaltrials.gov,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
u03115,NA,unpublished,Psychological Networks can Identify Potential Pathways to Specific Intervention Targets for Anxiety in Response to Coronavirus Disease 2019 (COVID-19),http://psyarxiv.com/4zr25/,none,Other,Network analysis,https://osf.io/h34dj/,excluded,Not an OLS model,not OLS
u03135,NA,unpublished,What Drives Risk Perceptions? Revisiting Public Perceptions of Food Hazards Associated With Production and Consumption,http://psyarxiv.com/8vkpz/,preregistered,FA,Principal components analysis,https://osf.io/eafkw/,excluded,Not an OLS model,not OLS
p03155,NA,published,Integrating different factorial solutions of a psychometric tool via social network analysis: The case of the Mood Disorder Questionnaire,10.1027/1614-2241/a000113,none,Other ,Network meta-analysis,http://dx.doi.org/10.1027/1614-2241/a000113,excluded,Not an OLS model,not OLS
p03189,NA,published,Analysis of acoustic space variability in speech affected by depression,10.1016/j.specom.2015.09.003,none,Other ,Correlations + Monte Carlo sampling,NA,excluded,Not an OLS model,not OLS
p03192,NA,published,Linkage analyses in Caribbean Hispanic families identify novel loci associated with familial late-onset Alzheimer's disease,10.1016/j.jalz.2015.07.487,none,Other ,Genetic modelling,NA,excluded,Not an OLS model,not OLS
p03214,NA,published,"Resting-state fMRI functional connectivity is associated with sleepiness, imagery, and discontinuity of mind",10.1371/journal.pone.0142014,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
p03316,NA,published,Mesopic functional visual acuity in normal subjects,10.1371/journal.pone.0134505,none,NP,Wilcoxon-signed ranks,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0134505#sec009,excluded,Not an OLS model,not OLS
p03319,NA,published,Measuring social relationships in different social systems: The construction and validation of the Evaluation of Social Systems (EVOS) Scale,10.1371/journal.pone.0133442,none,FA,Factor analysis,NA,excluded,Not an OLS model,not OLS
p03340,NA,published,Development of postural adjustments during reaching in infants at risk for cerebral palsy from 4 to 18 months,10.1111/dmcn.12699,none,ML,Binomial generalised mixed effects model,NA,excluded,Not an OLS model,not OLS
u03378,NA,unpublished,"Scientific Trust, Risk Assessment, and Conspiracy Beliefs about COVID-19 - Four Patterns of Consensus and Disagreement between Scientific Experts and the German Public",http://psyarxiv.com/p36w9/,none,Other ,latent profile analysis,NA,excluded,Not an OLS model,not OLS
r03379,NA,published,Blatant dehumanization in the mind's eye: Prevalent even among those who explicitly reject it?,http://psyarxiv.com/g7w4b/,preregistered,ML,Mixed effects models,https://osf.io/f2jkd/,excluded,Not an OLS model,not OLS
u03383,NA,unpublished,Increasing population densities predict decreasing fertility rates over time: A 174-nation investigation,http://psyarxiv.com/zpc7t/,none,ML,Multilevel growth models,https://osf.io/4sgkx/,excluded,Not an OLS model,not OLS
p03386,NA,published,Removing user fees for facility-based delivery services: A difference-in-differences evaluation from ten sub-Saharan African countries,10.1093/heapol/czu027,none,ML,Mixed effects logit,http://www.measuredhs.com,excluded,Not an OLS model,not OLS
u03391,NA,unpublished,"Home confinement during the COVID-19: day-to-day associations of sleep quality with rumination, psychotic-like experiences and somatic symptoms",http://psyarxiv.com/wceqt/,none,ML,Multilevel models,https://osf.io/xabwe/?view_only=f319528ac4c54e08bb041c788dcb6339,excluded,Not an OLS model,not OLS
u03402,NA,unpublished,"If I told you everyone picked that (inefficient) tool, would you? Children attend to normative language when imitating and transmitting tool use",http://psyarxiv.com/s34rc/,none,ML,Mixed effects logit,https://osf.io/5xmzg/?view_only=d3b0774a260f4eaab24b74375d91d0c6,excluded,Not an OLS model,not OLS
p03573,NA,published,Accuracy of forecasts in strategic intelligence,10.1073/pnas.1406138111,none,NP,Correlation + Mann-Whittney,https://www.pnas.org/content/pnas/suppl/2014/07/11/1406138111.DCSupplemental/pnas.201406138SI.pdf?targetid=nameddest%3DSTXT,excluded,Not an OLS model,not OLS
p03603,NA,published,The impact of a reformulation of extended-release oxycodone designed to deter abuse in a sample of prescription opioid abusers,10.1016/j.drugalcdep.2014.02.018,none,Other ,Risk ratios,NA,excluded,Not an OLS model,not OLS
p03609,NA,published,Discovery of brainwide neural-behavioral maps via multiscale unsupervised structure learning,10.1126/science.1250298,none,Other ,Neuronal cluster analysis,NA,excluded,Not an OLS model,not OLS
p03738,NA,published,The reservoir model: A differential equation model of psychological regulation,10.1037/a0031603,none,Other ,Time series analysis,NA,excluded,Not an OLS model,not OLS
p03750,NA,published,On the short horizon of spontaneous iterative reasoning in logical puzzles and games,10.1016/j.obhdp.2012.11.002,none,Chi-square,Chi-square,NA,excluded,Not an OLS model,not OLS
p03772,NA,published,"Varenicline to stop long-term nicotine replacement use: A double-blind, randomized, placebo-controlled trial",10.1093/ntr/nts146,clinicaltrials.gov,Chi-square,Chi-square,NA,excluded,Not an OLS model,not OLS
p03778,NA,published,Perceived control in low-control circumstances: Control beliefs predict a greater decrease in life satisfaction following job loss,10.1016/j.jrp.2012.11.002,none,ML,Multilevel models,NA,excluded,Not an OLS model,not OLS
p03795,NA,published,Pheromonal induction of spatial learning in mice,10.1126/science.1225638,none,NP,Kruskal Wallis + Wilcoxon + paired t-tests,NA,excluded,Not an OLS model,not OLS
p03811,NA,published,Detecting the trustworthiness of novel partners in economic exchange,10.1177/0956797612448793,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
p03822,NA,published,The Addenbrooke's Cognitive Examination Revised as a potential screening test for elderly drivers,10.1016/j.aap.2012.03.036,none,Other ,Chi-square + correlation,NA,excluded,Not an OLS model,not OLS
p03907,NA,published,Single versus multiple-prize all-pay auctions to finance public goods: An experimental analysis,10.1016/j.jebo.2011.10.007,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
p03964,NA,published,Neural correlates of the Implicit Association Test: Evidence for semantic and emotional processing,10.1093/scan/nsq065,none,ML,Mixed effects models,https://academic.oup.com/scan/article/6/4/468/1649040#supplementary-data,excluded,Not an OLS model,not OLS
p03967,NA,published,Observation of tool use and modification for apparent hygiene purposes in a mandrill,10.1016/j.beproc.2011.06.003,none,No models,No models,NA,excluded,Not an OLS model,not OLS
p04039,NA,published,Calmodulin as a direct detector of Ca <sup>2+</sup> signals,10.1038/nn.2746,none,Simulations,Simulations,NA,excluded,Not an OLS model,not OLS
p04069,NA,published,A disease state fingerprint for evaluation of Alzheimer's disease,10.3233/JAD-2011-110365,none,NP,Kruskal Wallis + correlation + BF,NA,excluded,Not an OLS model,not OLS
p04105,NA,published,Increased serum alkaline phosphatase as a predictor of long-term mortality after stroke,10.1212/WNL.0b013e3181ff966a,none,Other ,Cox regression + Hazard ratios,NA,excluded,Not an OLS model,not OLS
p04117,NA,published,Metabolic screening and treatment preferences of Hispanic inpatients,10.1176/appi.ps.61.11.1162,none,NP,Mann-Whitney test,NA,excluded,Not an OLS model,not OLS
p04132,NA,published,Selective functional integration between anterior temporal and distinct fronto-mesolimbic regions during guilt and indignation,10.1016/j.neuroimage.2010.05.038,none,Other ,Voxel-wise survival analysis,NA,excluded,Not an OLS model,not OLS
p04172,NA,published,Stimulus design is an obstacle course: 560 matched literal and metaphorical sentences for testing neural hypotheses about metaphor,10.3758/BRM.42.3.651,none,Other ,Correlations,NA,excluded,Not an OLS model,not OLS
p04175,NA,published,Risk factors for craving and relapse in Heroin users treated with oral or implant naltrexone,10.1016/j.biopsych.2010.04.003,Australian Clinical Trials Registry,ML,Logistic regression,NA,excluded,Not an OLS model,not OLS
p04188,NA,published,Does religious involvement protect against early drinking? A behavior genetic approach,10.1111/j.1469-7610.2010.02247.x,none,MCMC,Mixed effects logit,NA,excluded,Not an OLS model,not OLS
p04283,NA,published,Object interference in subjectâ€“verb agreement: The role of intermediate traces of movement,10.1016/j.jml.2009.11.001,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
r04488,NA,published,Forever Yuck: Oculomotor Avoidance of Disgusting Stimuli Resists Habituation,https://doi.org/10.1037/xge0001006,none,ML,Mixed effects models,https://osf.io/nq4f6/,excluded,Not an OLS model,not OLS
u04529,NA,unpublished,Perceptions of an Insufficient Government Response at the Onset of the COVID-19 Pandemic are Associated with Lower Mental Well-Being,http://psyarxiv.com/3kfmh/,none,ML,Multilevel models,https://osf.io/3sn2k/,excluded,Not an OLS model,not OLS
u04562,NA,unpublished,The Hateful Eight (H8): An Efficient Multifaceted Approach to the Short Dark Tetrad (SD4),http://psyarxiv.com/pr4u6/,none,FA,Factor analysis,https://osf.io/e57y4/,excluded,Not an OLS model,not OLS
u04569,NA,unpublished,The Origins of Religious Disbelief: A Dual Inheritance Approach,http://psyarxiv.com/e29rt/,preregistered,Bayesian estimation,Bayesian estimation,https://github.com/wgervais/disbelief-origins,excluded,Not an OLS model,not OLS
r04619,NA,published,Attachment and Borderline Personality Disorder: Differential Effects on Situational Socio-Affective Processes,http://psyarxiv.com/fncjg/,none,SEM,Multilevel SEM,https://osf.io/k5pxc/,excluded,Not an OLS model,not OLS
r04724,NA,published,A model of mood as integrated advantage,http://psyarxiv.com/dzsme/,none,No models,No models,https://osf.io/qcekd/,excluded,Not an OLS model,not OLS
u04834,NA,unpublished,Cognitive reflection and the coronavirus conspiracy beliefs,http://psyarxiv.com/p9wxj/,none,Other ,Correlations,https://github.com/hashem20/conspiracy-CRT,excluded,Not an OLS model,not OLS
r05116,NA,published,Contributions of declarative and procedural memory to accuracy and automatization during L2 practice,http://psyarxiv.com/wbhrp/,none,ML,Mixed effects models,https://osf.io/uzw6r/,excluded,Not an OLS model,not OLS
u05362,NA,unpublished,The IRAP is not very sensitive to the attitudes and learning histories it seeks to assess,http://psyarxiv.com/sp6jx/,none,ML,Mixed effects models,https://osf.io/vhzsn/,excluded,Not an OLS model,not OLS
r05393,NA,published,Contextualising courtship: Exploring male body odour effects on vocal modulation,10.1016/j.beproc.2021.104531,none,ML,Linear mixed effects models,https://osf.io/53bzk/,excluded,Not an OLS model,not OLS
r05458,NA,published,"The association between threat and politics simultaneously depends on the type of threat, the political domain, and the country",http://psyarxiv.com/e9uk7/,none,ML,Multilevel models,https://osf.io/8zafp/,excluded,Not an OLS model,not OLS
u05589,NA,unpublished,Categories convey prescriptive information across domains and development,http://psyarxiv.com/b37av/,preregistered,ML,Generalised linear mixed effects model,NA,excluded,Not an OLS model,not OLS
r05676,NA,published,"Leaving a Choice for Others: Children's Evaluations of Considerate, Socially-Mindful Actions",http://psyarxiv.com/3q4w9/,none,ML,Logistic regression,https://osf.io/y4vx3/?view_only=8e939b212b3f469a940056e945b28515,excluded,Not an OLS model,not OLS
u05875,NA,unpublished,A decade of theory as reflected in Psychological Science (2009-2019),http://psyarxiv.com/hs5nx/,none,No models,No models,NA,excluded,Not an OLS model,not OLS
u05904,NA,unpublished,Racing Against The Clock: Evidence-Based Vs. Time-Based Decisions,http://psyarxiv.com/m4uh7/,none,No models,No models,NA,excluded,Not an OLS model,not OLS
p01854,NA,published,Blue lighting accelerates post-stress relaxation: Results of a preliminary study,10.1371/journal.pone.0186399,none,OLS (RM),Mixed ANOVA,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0186399#sec019,email sent,Models not reproducible,Unable to reproduce. Author refused to provide processed data. 
p02166,NA,published,Editors' orienting thoughts,10.1177/1063426616686758,NA,NA,NA,NA,excluded,Other non-empirical paper,Editorial
p02924,NA,published,"Polygenetic components for schizophrenia, bipolar disorder and rheumatoid arthritis predict risk of schizophrenia",10.1016/j.schres.2016.04.009,none,NA,NA,NA,excluded,Other non-empirical paper,Editorial
p03723,NA,published,Editorial perspective: The need for new guidelines to improve the reporting of trials in child and adolescent mental health,10.1111/jcpp.12106,NA,NA,NA,NA,excluded,Other non-empirical paper,Editorial
u01305,NA,unpublished,Diving into the deep end: A personal reflection on the MyConnectome Study,http://psyarxiv.com/hf5ne/,NA,NA,NA,NA,excluded,Other non-empirical paper,Opinion piece
u00140,NA,unpublished,Deep Learning: Implications for Human Learning and Memory,http://psyarxiv.com/3m5sb/,none,NA,NA,NA,excluded,Other non-empirical paper,Opinion piece
u00504,NA,unpublished,"Exaggerated Misperceptions of Police, not Exaggerated Claims of Harmful Drug Effects on the Brain, is Killing Black People and Police: Reply to “Exaggerating Harmful Drug Effects on the Brain Is Killing Black People”",http://psyarxiv.com/5qn2a/,none,No models,No models,NA,excluded,Other non-empirical paper,Opinion piece
u01745,NA,unpublished,Assessment of Evidential Value Requires More Than a Single Data Point,http://psyarxiv.com/cpjr7/,NA,Review,Review,NA,excluded,Other non-empirical paper,Review
u01178,NA,unpublished,"Experimental Design as a Retrieval Method for Assessing the Phenomenological Characteristics of Episodic Memories, Episodic Future Thoughts, and Episodic Counterfactual Thoughts",http://psyarxiv.com/h56a9/,none,OLS,ANOVA,https://osf.io/35ank/,excluded,Preprint withdrawn,preprint withdrawn
u00357,NA,unpublished,The accuracy and meta-accuracy of personality impressions from faces,http://psyarxiv.com/4x7d8/,preregistered,NA,NA,NA,excluded,Preprint withdrawn,preprint withdrawn
u00557,NA,unpublished,"Right-Wing Authoritarians Aren't Very Funny: RWA, Personality, and Creative Humor Production",http://psyarxiv.com/rwpgn/,none,NA,NA,NA,excluded,Preprint withdrawn,preprint withdrawn
u00963,NA,unpublished,Fast Foes: The affective consequences of interacting in a negative self-disclosure situation.,http://psyarxiv.com/dy94w/,none,NA,NA,NA,excluded,Preprint withdrawn,preprint withdrawn
r00828,NA,published,"“It’s not just a diet, it’s a lifestyle”: An Exploratory Study into Community Preferences of Vegan Definitions",http://psyarxiv.com/mkqn4/,preregistered,No models,thematic analysis,https://osf.io/ecw56/,excluded,Qualitative paper,qualitative paper
u01113,NA,unpublished,"“I know it's just pouring it from the tap, but it's not easy”: Motivational processes that underlie water drinking",http://psyarxiv.com/grndz/,preregistered,No models,Qualitative,NA,excluded,Qualitative paper,qualitative paper
u00453,NA,unpublished,Interlingual interactions elicit performance mismatches not ‚Äúcompromise‚Äù categories in early bilinguals: Evidence from meta-analysis and coronal stops,http://psyarxiv.com/6qv3r/,none,MA,Meta-analysis,NA,excluded,Research synthesis paper,Meta-analysis
r00472,NA,published,"Top-Performing Math Students in 82 Countries: An Integrative Data Analysis of Gender Differences in Achievement, Achievement Profiles, and Achievement Motivation",10.1037/edu0000685,none,MA,Meta-analysis,https://www.oecd.org/pisa/pisaproducts/,excluded,Research synthesis paper,Meta-analysis
r00674,NA,published,Improved Model Exploration for the Relationship between Moral Foundations and Moral Judgment Development Using Bayesian Model Averaging,https://doi.org/10.1080/03057240.2020.1863774,NA,MA,Bayesian model averaging,https://osf.io/vtrxu/,excluded,Research synthesis paper,Meta-analysis
u01016,NA,unpublished,"If You‚Äôre Funny and You Know It:  Personality, Gender, and People‚Äôs Ratings of Their Attempts at Humor",http://psyarxiv.com/3fgrj/,NA,MA,Meta-analysis,NA,excluded,Research synthesis paper,Meta-analysis
u01021,NA,unpublished,The Efficacy of Cognitive Remediation in Depression: A Systematic Literature Review and Meta-Analysis,http://psyarxiv.com/zsu6y/,none,MA,Meta-analysis,NA,excluded,Research synthesis paper,Meta-analysis
u01416,NA,unpublished,A meta-analytic review of experimental tests of the interrogation technique of Hanns Joachim Scharff,http://psyarxiv.com/yxpja/,preregistered,MA,Meta-analysis,NA,excluded,Research synthesis paper,Meta-analysis
p01808,NA,published,Feeling younger and identifying with older adults: Testing two routes to maintaining well-being in the face of age discrimination,10.1371/journal.pone.0187805,none,MA,Meta-analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0187805#sec028,excluded,Research synthesis paper,Meta-analysis
u02796,NA,unpublished,Climate Adaptation and Climate Mitigation Do Not Undermine Each Other: A Cross‚ÄêCultural Test in Four Countries,http://psyarxiv.com/a6gq4/,preregistered,MA,Meta-analysis,https://osf.io/f3hwa/?view_only=ef6b8945f5aa42869ec16953cb83fcb5,excluded,Research synthesis paper,Meta-analysis
u00929,NA,unpublished,How might avatar appearance influence health-related outcomes? A systematic review and narrative meta-review,http://psyarxiv.com/j3675/,preregistered,Systematic review,Systematic review,NA,excluded,Research synthesis paper,Systematic review
u00597,NA,unpublished,Challenges in Process Dissociation Measures for Moral Cognition,http://psyarxiv.com/du6ah/,none,Simulations,Simulations,https://osf.io/3z6wg,excluded,Simulation study,Simulation
u00618,NA,unpublished,A NetLogo Implementation of the Norms and Metanorms Game: Behavior Analysis Meets Agent-Based Modeling,http://psyarxiv.com/khf6e/,NA,Simulations,Simulations,NA,excluded,Simulation study,Simulation
r00862,NA,published,A simple repair mechanism can alleviate computational demands of pragmatic reasoning: simulations and complexity analysis,10.18653/v1/2020.conll-1.14,none,Simulations,Simulations,https://osf.io/fxphv/,excluded,Simulation study,Simulation
p01175,NA,published,A model of amygdala function following plastic changes at specific synapses during extinction,10.1016/j.ynstr.2019.100159,none,Simulations,Simulations,NA,excluded,Simulation study,Simulation
u01244,NA,unpublished,Sample size and stability of correlation coefficients: A replication of Sch√∂nbrodt & Perugini (2013),http://psyarxiv.com/ygm57/,NA,Simulations,Simulations,NA,excluded,Simulation study,Simulation
u01429,NA,unpublished,Estimating Factors with Psychometric Networks: A Monte Carlo Simulation Comparing Community Detection Algorithms,http://psyarxiv.com/hz89e/,none,Simulations,Simulations,NA,excluded,Simulation study,Simulation
u01511,NA,unpublished,Capitalising on covariates in cluster-randomised experiments,http://psyarxiv.com/ef4zc/,none,Simulations,Simulations,NA,excluded,Simulation study,Simulation
r02005,NA,published,Low Base Rates and a High IQ Selection Threshold Prevented Terman from Identifying Future Nobelists,https://doi.org/10.1016/j.intell.2020.101488,none,Simulations,Simulations,NA,excluded,Simulation study,Simulation
p03248,NA,published,Comparing multiple imputation and propensity-score weighting in unit-nonresponse adjustments: A simulation study,10.1093/poq/nfv029,none,Simulations,Simulations,NA,excluded,Simulation study,Simulation
p03302,NA,published,The importance of lateral connections in the parietal cortex for generating motor plans,10.1371/journal.pone.0134669,none,Simulations,Simulations,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0134669#sec016,excluded,Simulation study,Simulation
p03836,NA,published,Performance factors in associative learning: Assessment of the sometimes competing retrieval model,10.3758/s13420-012-0086-2,none,Simulations,Simulations,https://brockport.edu/library/ir.html,excluded,Simulation study,Simulation
u04072,NA,unpublished,Determining Mean and Standard Deviation of the Strong Gravity Prior through Simulations,http://psyarxiv.com/exp93/,none,Simulations,Simulations,NA,excluded,Simulation study,Simulation
u04915,NA,unpublished,"Exploring power in response inhibition tasks using the bootstrap:  The impact of number of participants, number of trials, effect magnitude, and study design",http://psyarxiv.com/eb4jd/,none,Simulations,Simulations,https://github.com/Curt-Von-Gunten/Inhibition-tasks-are-not-associated-with-a-variety-of-behaviours-in-college-students-/tree/master/Processing/Inhibition%20Tasks,excluded,Simulation study,Simulation
u05398,NA,unpublished,A computational model of the cultural co-evolution of language and mindreading,http://psyarxiv.com/3bmsx/,none,Simulations,Simulations,NA,excluded,Simulation study,Simulation
