Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,consent,prolificid,ubinormal_1,ubipandem_1,shirking_1,shirking_2,shirking_3,unfairrich_1,unfairrich_2,unfairrich_3,unfairdesert_1,unfairdesert_2,unfairdesert_3,irrespnsibility_1,irrespnsibility_2,irrespnsibility_3,value_1,value_2,value_3,efficiency_1,efficiency_2,efficiency_3,expense_1,expense_2,expense_3,stress_1,stress_2,stress_3,cheat_1,cheat_2,cheat_3,personalshirking_1,personaldesert_1,personalirrespon_1,personalvalue_1,personalstress_1,sec4_1,sec4_2,sec4_3,age,gender,country,country_3_TEXT,ladder_1,ladder_2,ladder_3,ladder_4,ladder_5,ladder_6,ladder_7,ladder_8,ladder_9,ladder_10,leftright_1,affected_1
260,07/04/2020 09:59,R_2pY8lBpjGORvjmb,53.85539246,-1.549194336,"I consent, begin the study",57b80e96eeba36000139d618,100,100,10,74,100,70,94,100,10,59,100,20,20,0,95,100,100,100,90,100,60,90,100,100,90,100,100,100,100,0,0,0,82,100,72,100,100,53,Male,UK,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,0,61
444,07/04/2020 10:00,R_1g0msVNKQrXIKTI,53.33680725,-1.354705811,"I consent, begin the study",5c28c894da51990001e318de,60,91,73,78,26,79,80,84,67,82,25,40,71,45,100,84,50,90,71,96,91,88,100,94,81,100,80,86,85,16,24,0,65,83,60,17,90,23,Female,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,20,64
587,07/04/2020 10:00,R_3fens08dBC4mgoj,51.53529358,-0.665802002,"I consent, begin the study",5e18480d4a955b129ced1031,100,100,80,60,100,50,50,100,90,50,100,12,50,100,24,72,100,10,50,100,100,50,100,15,50,100,0,50,100,0,0,0,5,3,0,100,90,38,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,75
509,07/04/2020 10:00,R_322wmG6BsKUigW9,52.29910278,-0.694198608,"I consent, begin the study",579e5da516020100010416b8,80,90,50,50,30,80,80,70,60,60,70,60,40,70,50,50,70,95,70,90,90,90,70,90,60,95,65,40,75,30,40,0,50,40,60,70,30,58,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,90,60
279,07/04/2020 10:01,R_2R4gIqh6T4sdcTS,53.28930664,-3.467498779,"I consent, begin the study",5e38a824b440a30cb4b1e3f3,70,85,30,40,10,60,70,40,30,40,10,60,80,40,70,60,80,80,60,90,70,70,30,80,60,80,60,75,20,10,6,0,70,30,70,85,85,32,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,35,70
299,07/04/2020 10:01,R_USZPgdX9qzYqcE1,53.7816925,-1.777603149,"I consent, begin the study",5b3231db3613390001edc75a,80,100,25,50,0,18,100,30,0,0,0,60,50,50,100,100,100,100,100,100,70,71,21,100,100,100,100,100,100,0,0,0,100,100,50,100,100,33,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,41
593,07/04/2020 10:01,R_1gjtUgzph6IwebG,51.42030334,-0.117492676,"I consent, begin the study",5e835712fd935f0724d0c33c,80,100,60,60,69,70,30,90,50,30,70,60,20,80,84,30,80,80,75,100,80,70,80,60,60,80,40,40,,20,70,0,,60,20,50,30,18,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,10
335,07/04/2020 10:02,R_SYI1arjoaekqBUt,51.72189331,0.48109436,"I consent, begin the study",5ba8e6989533420001c4622a,85,95,30,68,71,88,88,100,20,0,0,100,88,100,95,100,100,100,85,100,96,75,84,99,94,100,53,100,100,0,72,0,100,71,65,100,75,32,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,10,90
690,07/04/2020 10:02,R_3maDGywH8evNpdX,55.86700439,-4.26210022,"I consent, begin the study",56e85ee7ed2575000bef25db,71,90,71,72,50,37,64,86,35,17,11,64,70,64,33,45,75,50,67,88,66,56,91,66,82,99,61,52,77,17,9,0,72,75,19,24,69,26,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,50,36
199,07/04/2020 10:02,R_3MA62qu7oBrPOwy,53.61210632,-2.129898071,"I consent, begin the study",5b0edf5cee290600010f690b,70,43,93,22,68,70,34,83,89,33,71,92,70,76,88,57,66,91,61,79,100,35,60,91,44,85,87,40,83,67,76,11,64,89,95,80,81,37,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,30,30
734,07/04/2020 10:03,R_0cAP8kcfCIf6Wu5,51.54840088,0.171600342,"I consent, begin the study",577a1ba12ed4a60001ad55dc,25,70,40,50,50,0,100,100,30,50,50,50,50,50,50,50,50,80,60,80,100,20,80,40,50,70,20,100,100,0,0,0,15,5,20,85,50,58,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,45,40
367,07/04/2020 10:03,R_2rYCv1YukTFEGvO,51.45309448,-0.013793945,"I consent, begin the study",5e0b3cf40db89237cdbd9e31,74,85,67,72,86,74,38,37,35,64,78,91,32,22,65,70,77,77,42,81,84,72,65,77,69,90,81,42,64,28,59,21,29,96,45,71,71,35,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,47,71
413,07/04/2020 10:03,R_3oNsqucRm127ERi,51.49639893,-0.122406006,"I consent, begin the study",56b6136e5cd743000c6decc1,2,38,100,99,59,9,91,35,11,3,48,47,88,33,2,93,38,81,3,65,100,18,63,96,68,89,64,15,10,4,79,0,11,1,31,75,41,49,Female,UK,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,40,68
923,07/04/2020 10:03,R_2TATawyv6auxtQn,55.0933075,-3.559005737,"I consent, begin the study",5e6504cac5bb6927f9e3fa22,33,33,20,20,20,75,75,85,20,20,20,50,50,50,75,75,75,66,50,52,50,50,66,25,25,20,66,66,85,25,50,10,50,33,0,50,85,47,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,40,20
136,07/04/2020 10:03,R_125bWZ9wzDFW6IW,51.55909729,-0.228302002,"I consent, begin the study",5e4aee28f0b320000a413c6e,56,77,74,58,41,73,75,73,65,23,65,38,35,39,65,58,34,65,71,68,61,70,29,64,44,67,62,68,61,70,75,0,33,61,74,37,68,21,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,69,65
345,07/04/2020 10:03,R_1HeG4toYjpJfj9V,53.38310242,-1.460098267,"I consent, begin the study",5b92910ec8b7040001f1e6a2,60,60,55,44,43,46,45,38,30,43,35,55,44,37,36,43,40,65,55,62,50,45,35,60,53,57,46,38,31,55,55,35,33,58,45,32,38,21,Male,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,35,35
205,07/04/2020 10:04,R_2dtljccrgAVXfvZ,51.6309967,-3.477401733,"I consent, begin the study",5c2db8770091e40001cb73ae,80,89,81,42,73,72,74,76,69,50,71,79,13,73,54,55,74,79,63,82,90,24,66,64,57,83,71,56,73,29,68,27,28,33,83,89,24,60,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,81,25
366,07/04/2020 10:04,R_1PYmYZgYHmLIM9c,53.46989441,-2.998092651,"I consent, begin the study",5b6f25b73585d200014f85eb,27,100,90,81,98,100,100,100,24,9,100,19,14,1,16,10,100,100,100,100,100,41,100,16,10,100,100,100,100,6,0,0,0,83,0,100,100,45,Female,UK,,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,51,64
381,07/04/2020 10:04,R_2X5knQGNhFtoBJu,51.24830627,-1.126602173,"I consent, begin the study",5bf461a20d079d00012a85a7,65,70,55,80,60,75,85,75,30,80,60,60,80,80,90,95,95,80,80,90,65,65,30,90,90,100,90,95,98,10,10,0,79,70,70,55,75,32,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,60,65
221,07/04/2020 10:04,R_AnDeiE01iNk8MV3,53.52209473,-1.388198853,"I consent, begin the study",55ad6781fdf99b649ca5a53f,90,100,19,20,20,7,4,0,0,0,0,17,18,8,90,81,100,100,100,100,81,73,85,81,71,93,82,83,94,9,0,0,100,60,80,70,81,31,Female,UK,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,10,10
323,07/04/2020 10:05,R_3HulLQGH96cwdLQ,53.49159241,-2.747695923,"I consent, begin the study",5cb49606efeeb30017740f9d,100,100,64,74,84,82,70,30,80,81,83,67,68,10,0,75,86,28,80,100,72,72,96,79,89,94,31,100,100,0,0,0,50,71,80,100,95,23,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,29,94
388,07/04/2020 10:05,R_1goolLlKnVyidkZ,51.90589905,0.468307495,"I consent, begin the study",5d2cbd0bdc77f1001afd5409,23,50,100,100,100,100,100,83,100,100,29,100,100,100,50,50,14,50,50,78,100,100,100,100,29,80,50,50,50,31,50,0,50,100,15,100,100,39,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,60,71
233,07/04/2020 10:05,R_6VI12ERj2BQuhHj,50.61380005,-3.403701782,"I consent, begin the study",5bef5993e938aa0001df3405,30,81,100,83,18,95,0,43,23,16,57,60,70,100,85,88,100,67,73,100,25,18,29,94,89,100,50,73,22,90,70,0,50,80,15,86,58,20,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,82
417,07/04/2020 10:06,R_2RWkzmUIbUmFcjO,51.93269348,-0.23550415,"I consent, begin the study",5e5fd4c3e74faf01ea9f2a67,40,60,68,76,62,68,37,65,60,45,71,72,40,41,81,71,90,75,56,86,82,41,76,73,29,71,40,52,63,45,64,30,43,71,61,16,76,21,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,45,41
374,07/04/2020 10:06,R_9NBYBh6xENhr2IF,52.13459778,-0.466293335,"I consent, begin the study",5cc443c4ad56280001746467,100,100,20,19,21,59,40,39,9,9,9,51,51,51,100,100,100,100,100,100,81,80,83,100,100,99,74,72,76,0,0,0,100,100,69,86,90,82,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,11,20
288,07/04/2020 10:06,R_3GeValzOGZTEa8E,54.5585022,-1.147598267,"I consent, begin the study",5db8c0088e9761000d7d7a3e,83,100,37,40,97,92,88,91,91,75,16,28,45,77,82,85,82,90,87,91,100,99,100,100,99,99,50,50,60,50,31,0,99,100,0,100,75,31,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,49,44
447,07/04/2020 10:06,R_8CCOLdOk5WrZVYZ,53.48260498,-1.302597046,"I consent, begin the study",5c792f16477abb00178f871e,30,100,40,90,0,70,70,0,80,80,20,70,70,70,80,80,80,60,60,100,100,100,100,80,80,90,30,30,30,0,0,0,80,80,60,90,30,40,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,40,70
341,07/04/2020 10:06,R_1ILrKP6lZnZHAPm,53.7881012,-1.600799561,"I consent, begin the study",5dcff7ceed36490fa5b69319,30,71,20,22,40,62,83,23,30,42,10,72,73,73,72,74,75,63,54,87,61,81,18,72,68,93,73,94,74,20,25,0,81,81,60,20,30,32,Female,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,45,75
278,07/04/2020 10:06,R_3iwlQjB3nlJwr9J,51.45350647,-2.591705322,"I consent, begin the study",5e7e13bd95fdc14b7f7e3164,100,100,56,0,0,50,100,100,0,100,100,71,100,25,100,100,50,100,100,100,25,86,24,100,100,100,100,100,100,17,0,50,100,100,100,25,28,30,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,0,75
265,07/04/2020 10:07,R_BVpm79gl1YcqAYF,52.33250427,-0.184402466,"I consent, begin the study",55a0ff77fdf99b3f453c5e6c,56,93,20,26,52,81,28,80,32,50,81,52,85,36,54,54,88,79,53,96,80,17,71,58,73,98,81,21,94,10,40,0,50,80,42,95,69,47,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,77
224,07/04/2020 10:08,R_4IAdwFxnlMXO1vb,53.39959717,0.047393799,"I consent, begin the study",5b1fe111e8f5be00017c683c,72,96,33,76,92,71,74,90,18,71,95,81,76,84,80,74,93,70,74,88,94,73,93,84,74,89,91,80,97,28,40,1,93,85,24,89,82,28,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,78
431,07/04/2020 10:08,R_1LqC4MKJj9lz3WO,50.77099609,-0.7447052,"I consent, begin the study",5cdc0244b528080017baad6a,80,100,75,73,84,75,30,85,68,61,84,77,67,71,68,77,92,70,55,91,80,62,90,90,70,98,50,35,85,20,60,0,80,95,60,90,85,28,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,50,80
241,07/04/2020 10:08,R_qKQUzhOzrHhiT4Z,55.87330627,-3.105102539,"I consent, begin the study",5d14f3280e6b36001b1a10ef,100,100,30,20,0,10,10,0,0,0,0,20,10,0,100,91,100,100,90,100,75,20,0,100,90,100,60,20,5,30,10,0,100,100,80,90,91,34,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,15,30
301,07/04/2020 10:09,R_3Op5CjVEdO7tnfZ,51.28230286,-0.078903198,"I consent, begin the study",5e08956eacd5ce1aa8ba5150,85,100,0,30,0,40,30,0,0,0,0,10,60,0,70,70,80,80,80,100,60,35,0,90,70,100,70,75,0,0,0,0,80,90,100,25,10,35,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,20,20
395,07/04/2020 10:09,R_3oZzVPCdWJU0IcX,53.26539612,-3.165496826,"I consent, begin the study",5be15b762876920001e754eb,80,90,60,60,80,80,80,10,70,70,30,80,95,30,80,60,90,90,60,90,60,60,100,70,70,95,80,70,30,20,30,5,80,90,80,30,40,32,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,50,60
248,07/04/2020 10:09,R_277nbW2v1t6kgLo,51.53529358,-0.665802002,"I consent, begin the study",5deeb40e7df18f000ced7cf0,98,91,24,36,72,27,75,78,14,26,79,16,37,78,83,80,79,100,100,100,70,73,99,100,100,100,84,76,75,11,15,0,91,83,35,31,38,40,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,11,25
306,07/04/2020 10:09,R_3QDiipPFGr7xVso,52.61520386,-1.665496826,"I consent, begin the study",5924169ab58b140001c9a648,30,71,80,90,30,90,90,30,70,80,30,50,80,60,40,90,30,70,30,70,60,70,30,70,70,90,80,80,80,20,70,0,30,50,30,80,50,37,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,30,60
419,07/04/2020 10:10,R_2EmGEzmQNBogtDZ,50.44839478,-4.26600647,"I consent, begin the study",5e31cce055ade405254ac899,20,20,80,80,40,100,100,40,10,10,10,60,60,40,100,10,10,60,40,80,100,100,100,70,70,100,40,40,20,40,80,10,10,70,60,20,40,28,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,30,60
521,07/04/2020 10:10,R_3Ph0Lz3bqEsRBNo,51.39259338,1.404602051,"I consent, begin the study",5e1840d7d32f93116f605fea,8,20,50,30,30,100,79,78,100,85,85,100,100,100,20,10,10,10,10,10,100,100,100,30,67,40,1,39,39,50,100,0,5,10,50,100,50,61,Female,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,88,98
320,07/04/2020 10:11,R_2qmav6rv1Il5mxe,52.99940491,-1.13180542,"I consent, begin the study",5e8481081cdb1601828e44b9,100,100,0,80,100,79,35,65,0,80,80,100,100,100,20,0,100,80,100,100,100,100,100,100,100,100,50,100,100,0,0,0,0,100,0,0,20,30,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,30,90
601,07/04/2020 10:11,R_3PN5x8wUJTYjKZN,51.50050354,-0.190505981,"I consent, begin the study",5e84c4825c1f8408b18a9d95,66,100,72,79,50,100,80,81,69,69,21,75,80,96,27,88,88,84,58,95,92,63,82,85,68,100,70,58,93,0,39,0,86,74,0,81,83,28,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,59,40
327,07/04/2020 10:11,R_2bPCFSuTQeTiusB,51.55909729,-0.228302002,"I consent, begin the study",5c9879aed87fc4000155f4ac,70,90,50,100,100,100,100,100,50,100,100,100,100,100,50,100,100,70,100,100,70,100,100,70,50,70,50,100,100,0,50,0,50,50,50,20,0,59,Female,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,50,20
247,07/04/2020 10:11,R_a9HWoY8PhAMaFbP,51.57580566,0.129898071,"I consent, begin the study",5a68460063394a000155bc50,82,84,6,8,8,12,9,6,5,6,4,90,6,6,90,92,94,92,94,94,21,20,18,96,96,97,67,27,27,7,7,9,89,95,85,7,96,41,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,37,15
765,07/04/2020 10:11,R_3CW3TWLy30ZzFj5,53.39190674,-2.573699951,"I consent, begin the study",5dc0d311e5dc4108137d7c10,80,100,80,70,100,80,0,30,100,30,100,100,30,50,100,50,81,100,50,100,40,100,0,70,50,100,20,20,50,70,13,0,80,0,30,100,100,34,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,50,70
184,07/04/2020 10:11,R_UWMQeHzHvtCwyEV,53.12840271,-0.405899048,"I consent, begin the study",5c38a0b619ceb400010c3618,98,98,28,65,75,50,42,25,31,43,34,64,42,28,84,69,86,80,69,99,65,77,89,83,83,100,79,84,98,35,35,1,67,82,36,63,76,39,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,76
334,07/04/2020 10:12,R_6KIJlnKxucU7cel,51.37350464,-2.359405518,"I consent, begin the study",5b8c32542f5e180001924fa9,92,95,8,50,25,5,50,50,5,50,50,100,50,50,50,50,50,100,100,100,19,50,50,81,50,82,91,50,77,0,0,0,7,8,100,74,74,46,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,8,70
425,07/04/2020 10:12,R_2Qne8dDJy6GRk3u,51.52659607,-0.013397217,"I consent, begin the study",5e5ff92603a47234b6106523,77,95,8,13,15,76,96,95,0,0,0,19,33,5,50,50,62,88,91,90,13,11,10,100,100,100,94,95,99,0,0,4,70,90,0,8,20,21,Female,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,25,50
418,07/04/2020 10:13,R_3Rs9QUoQub8xm25,51.897995,-0.633804321,"I consent, begin the study",5c5bd8c258f8e50001536353,70,100,35,87,56,14,70,70,20,47,27,50,81,10,100,86,86,80,70,100,91,70,100,92,88,100,50,91,91,0,0,0,76,95,70,64,54,33,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,38,71
403,07/04/2020 10:13,R_3PUjzOvFkFG1HVf,51.72059631,-3.040802002,"I consent, begin the study",5c5ee0dcfe6bce00013144dc,70,90,10,30,10,40,21,21,30,70,15,55,100,100,100,100,100,100,75,95,100,70,94,100,100,100,85,90,30,10,60,0,100,100,55,30,100,26,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,60,100
450,07/04/2020 10:13,R_2Cjri4zSkJ7ZtnE,51.47810364,-0.027893066,"I consent, begin the study",5d4d6f85a05b8b00151e160f,10,58,56,71,20,100,100,57,35,50,50,71,89,36,50,38,70,57,35,62,50,50,50,83,19,73,52,43,91,0,80,0,20,19,50,21,87,29,Female,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,30,14
299,07/04/2020 10:13,R_3emATfDzjCHSpgg,51.19020081,-1.532302856,"I consent, begin the study",5a1aab617ecfc50001be24a2,40,51,40,40,40,60,60,42,42,42,42,80,80,85,70,70,80,85,85,90,70,40,50,100,100,100,60,60,60,0,40,0,85,85,30,35,40,51,Male,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,68,60
236,07/04/2020 10:13,R_1E6wdSi0POmtCnC,51.49639893,-0.122406006,"I consent, begin the study",5cdf2eb27338350019c72df7,100,100,11,81,95,100,0,94,0,93,98,92,0,0,100,100,100,100,69,87,100,81,100,100,100,100,0,5,4,0,0,0,97,100,0,100,100,22,Female,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,4,73
244,07/04/2020 10:13,R_2Y3Ujr6p31YRQzo,53.51229858,-2.314300537,"I consent, begin the study",5d53cd359e91390016a52b55,95,100,0,5,0,64,65,81,3,8,0,75,76,75,97,96,100,100,96,100,50,50,40,100,94,100,75,95,16,0,0,0,63,98,0,0,0,27,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,7,72
418,07/04/2020 10:14,R_1Nb2qmJgw6jmQrt,50.83880615,-0.776992798,"I consent, begin the study",592689b738e8c000017a35bc,75,75,93,91,33,100,100,97,100,100,100,100,82,84,76,67,45,81,70,70,80,69,87,100,58,60,90,84,31,20,45,0,80,90,65,65,65,25,Female,UK,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,70
359,07/04/2020 10:14,R_3J9tLDVV3l38YRz,54.8999939,-1.516693115,"I consent, begin the study",5be8e634e709da000156de51,75,85,65,70,80,100,100,100,50,50,50,90,76,90,90,90,95,100,100,100,100,75,85,90,85,95,100,100,100,65,35,0,65,75,0,40,55,22,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,40,70
323,07/04/2020 10:14,R_3PY2RLfMRP7n2Vs,51.8473053,0.62399292,"I consent, begin the study",5e5ec191ae709508ce2eb18a,4,96,100,100,7,100,100,100,100,100,22,100,100,100,7,0,100,0,0,100,100,100,100,9,29,100,93,50,7,0,12,0,13,86,29,72,100,46,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,65,86
298,07/04/2020 10:14,R_3ivSiCHkgIFjp8V,56.07110596,-3.769607544,"I consent, begin the study",5c48c3f337437600013383d5,100,97,66,50,51,10,50,65,90,86,90,91,50,62,42,63,69,100,81,86,65,60,67,92,88,90,73,62,66,5,1,0,10,13,79,81,50,38,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,32,69
1053,07/04/2020 10:14,R_2f7m8ANmLAIVXDS,51.46380615,0.1434021,"I consent, begin the study",5b86fe86c21e5c000183d51b,72,92,17,79,80,50,79,25,80,80,20,49,89,9,100,100,100,100,50,100,61,36,83,97,82,100,83,53,83,0,0,0,100,100,20,100,80,44,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,75
434,07/04/2020 10:16,R_1eRXKLzlCeUlQRT,52.99940491,-1.13180542,"I consent, begin the study",58c1c33427e23a0001b4ea0b,71,100,100,100,100,100,100,75,100,100,90,100,100,80,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,0,30,0,80,100,0,100,100,50,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,100
266,07/04/2020 10:16,R_SZuGAEpvDgT0CFX,51.50900269,-0.188201904,"I consent, begin the study",5de3a0d73cf27939f5e3afed,70,70,50,65,20,60,95,30,60,50,70,60,80,20,30,50,10,70,65,85,85,95,50,70,50,70,30,35,0,40,50,0,60,60,30,80,80,30,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,80
476,07/04/2020 10:16,R_2aKam4JuOxRJVWo,53.54420471,-1.430496216,"I consent, begin the study",5e4442e9401a0e000bbf2b04,80,70,53,55,51,50,50,100,51,51,99,80,81,88,86,91,100,100,100,100,100,40,80,100,100,100,25,36,13,0,60,0,100,71,77,100,0,36,Female,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,40,94
361,07/04/2020 10:16,R_2YiakaxSZF3YhzG,52.1072998,-0.464904785,"I consent, begin the study",58d107ff2fc72000011f8d0e,75,100,90,29,100,70,90,50,100,95,50,70,70,30,80,60,100,80,70,100,85,20,100,60,60,80,9,12,65,50,0,10,60,50,20,90,70,43,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,80
285,07/04/2020 10:16,R_AAI2kzzeqYBvSKt,57.07589722,-4.914398193,"I consent, begin the study",57fbbeaa3073510001230d86,29,81,46,55,99,62,39,99,71,,96,92,90,73,29,,88,99,52,97,99,39,94,99,61,98,57,46,99,8,82,0,81,88,25,63,79,39,Female,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,47,25
690,07/04/2020 10:16,R_2dWSd9MKfTeCYht,53.7881012,-1.600799561,"I consent, begin the study",5d5427b656ce480019862700,60,100,90,60,10,90,90,30,70,20,70,90,90,90,20,20,90,70,60,80,80,80,80,90,20,90,50,10,90,10,10,0,50,90,70,100,100,53,Male,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,60
262,07/04/2020 10:16,R_zU2VzQLcEzBduuJ,51.40229797,0.045806885,"I consent, begin the study",5e27acab1a938a9dedae3f1d,19,40,72,73,40,86,86,86,71,87,61,71,91,63,72,72,71,62,63,77,87,87,87,66,66,81,31,32,31,39,40,57,63,73,37,83,81,56,Female,UK,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,72,63
325,07/04/2020 10:17,R_10HEwKYmRo80cXu,51.73849487,-2.219406128,"I consent, begin the study",5ad653e03c5a6f0001feff8d,83,88,81,95,69,98,100,99,83,71,86,69,88,64,94,97,100,94,93,94,88,96,86,83,74,91,64,66,82,61,68,0,87,68,7,13,5,47,Male,UK,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,86,80
189,07/04/2020 10:17,R_3HFjofZd02WnXkO,53.50120544,-2.411193848,"I consent, begin the study",5ac2cad8e1099600016a6ef3,79,84,60,54,76,77,80,81,55,59,58,60,50,71,72,88,77,80,65,88,68,61,80,80,81,89,86,82,83,23,29,8,46,76,21,69,60,31,Male,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,61,28
310,07/04/2020 10:17,R_XRIbz2CNPHi1EfT,53.63479614,-2.16960144,"I consent, begin the study",5be0972a030a2d0001e54c84,0,0,100,100,100,50,50,50,100,100,100,100,100,100,0,0,0,76,76,76,50,50,50,0,0,0,50,50,50,50,80,0,0,0,100,75,100,34,Male,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,20,100
220,07/04/2020 10:17,R_2X6xLvnTsVPRL2E,52.44999695,-2.083297729,"I consent, begin the study",5c561712f9120f0001d29c4d,80,94,92,93,71,71,58,75,75,83,59,70,85,59,50,44,57,73,84,100,77,81,100,100,59,88,60,68,63,37,50,0,50,77,0,100,60,25,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,46
430,07/04/2020 10:17,R_268EbXPBV2utXt7,51.57470703,-1.782302856,"I consent, begin the study",5cb77fa063c0780017857c2e,90,95,60,77,20,80,93,66,30,66,9,90,50,50,70,82,93,88,91,100,50,70,34,91,87,100,40,60,60,19,10,0,50,40,10,20,10,22,Female,UK,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,15,20
314,07/04/2020 10:17,R_2WPGfaKjzuVMxQn,51.59269714,-2.963699341,"I consent, begin the study",5d52d7043c46a30018464a42,50,75,30,71,15,75,50,10,50,70,19,60,70,10,85,50,90,80,50,90,80,80,19,85,70,85,80,80,80,50,50,0,80,82,81,100,100,37,Female,UK,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,15,92
431,07/04/2020 10:17,R_11YfOzUrFgF3klS,51.52450562,-0.025497437,"I consent, begin the study",5dfffd6eef7f5ec2d684e985,70,80,90,90,90,48,55,72,0,0,0,50,40,40,100,100,100,50,50,50,82,50,63,100,100,100,42,66,84,0,5,0,100,100,80,60,100,22,Female,UK,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,30
398,07/04/2020 10:17,R_UGFJDxoX9zhgM7f,52.03610229,-0.7006073,"I consent, begin the study",5c1acabfa329230001ecb584,50,90,80,100,10,100,100,81,91,100,14,100,100,20,100,100,100,85,66,100,100,100,100,66,66,90,90,100,100,0,0,0,100,81,50,76,75,63,Female,UK,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,50,81
