Q62,immigration_a,immigration_b,abortion_a,abortion_b,vote_a,vote_b,tax_a,tax_b,torture_a,torture_b,affirmaction_a,affirmaction_b,military_a,military_b,covidgov_a,covidgov_b,AC_a,AC_b,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_19,Q37_20,Q8,Q10,Q12,Q39,Q40,Q14,Q16,Q18,Q20,Q62,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q58,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip
1,2,1,3,1,3,1,3,1,3,1,3,1,3,1,4,1,3,5,4,5,2,5,7,5,6,5,8,6,5,5,6,3,4,8,4,6,5,2,4,2,5,5,5,5,1,2,69,5,4,6,6,7,3,,5eb35963-959f-5830-c5a4-a069d81eea9f,69,2,6,1,1,6,2,4,59405
1,3,1,5,1,2,1,3,1,3,1,5,1,3,1,4,1,3,5,1,6,1,9,9,1,9,1,1,4,2,1,6,1,1,9,1,9,2,1,5,6,6,6,6,5,1,2,50,3,5,6,7,7,4,the survey was very interesting,5eb358c3-676a-00ed-deb2-fcf7da01f908,50,2,4,2,1,6,1,3,36079
1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,6,5,3,1,2,33,5,4,5,4,7,4,,5eb35a76-f899-49dd-c38a-50e36054b970,33,2,13,1,1,2,1,2,47906
1,4,3,3,2,2,1,2,1,3,1,4,1,3,1,4,1,3,5,2,5,2,8,8,5,7,5,6,5,7,3,6,2,3,9,1,5,2,1,1,6,5,5,6,5,1,2,32,5,3,6,5,6,3,,5eb359d7-ac83-92ef-d1ca-288b73ae0da5,32,2,5,1,1,4,2,2,47710
1,1,4,3,2,2,3,2,4,5,3,3,1,2,3,3,2,3,5,8,2,8,8,9,9,8,8,3,8,9,9,7,6,1,2,1,6,1,1,1,7,2,2,2,7,3,2,50,"3,4",5,7,4,,5,,5eb359da-e8a7-542b-867f-955a62f84975,58,2,15,2,1,7,4,3,28501
1,2,3,1,1,3,3,3,1,2,2,3,2,2,3,3,2,4,2,5,7,7,6,6,6,7,5,5,6,6,6,7,7,7,7,7,6,7,7,1,5,4,4,4,6,2,2,30,4,5,6,7,6,6,Great ,5eb35a58-6b3b-2890-9855-055df114246b,30,2,5,15,2,6,10,3,32839
1,2,2,2,3,3,3,3,3,3,3,3,2,3,3,1,3,3,5,2,4,3,4,6,3,5,3,4,5,4,5,4,3,3,5,4,5,3,5,1,2,6,2,3,5,3,2,39,5,4,5,4,4,4,,5eb35a7f-9095-cbc4-37cd-c3bf1a2ceffc,38,2,10,1,1,2,5,3,23093
1,1,1,1,1,2,1,3,1,4,1,2,1,2,1,3,1,3,5,2,8,2,8,8,5,8,3,2,7,6,5,8,2,3,8,2,9,8,1,1,6,2,2,2,6,2,2,34,5,3,6,7,7,4,,5eb35971-2eee-8fb1-af1a-8659b5b658b5,31,2,15,1,1,6,10,4,90210
1,4,4,3,2,4,3,1,3,3,3,3,3,3,3,5,4,3,5,7,7,8,8,7,5,7,7,7,4,5,8,4,7,8,8,5,5,6,1,1,3,4,5,6,5,3,2,35,4,5,5,5,3,5,No but thank you 😊 ,5eb35849-7abd-1625-5399-bfb4b9e8efba,35,2,19,15,15,6,5,2,64119
1,1,3,3,3,2,3,1,3,3,3,4,3,3,3,3,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,2,35,3,1,7,7,7,3,,5eb35956-6739-cee1-ba57-7c2689fbede5,35,2,1,2,1,2,2,1,7103
1,3,3,4,4,4,4,4,3,2,4,4,3,5,4,5,5,3,5,7,8,6,6,8,7,9,6,3,5,9,6,5,3,2,4,1,8,1,1,1,6,5,7,4,7,1,2,45,5,4,7,7,6,4,No,5eb35a21-7d07-42f9-fd9e-c2c7536acc8b,45,2,21,1,1,7,1,2,55305
1,2,3,3,3,2,4,3,3,3,3,3,1,3,3,2,1,2,3,5,6,5,6,9,6,7,7,5,7,7,5,5,4,4,5,5,7,5,2,1,4,4,4,3,6,3,2,42,5,5,6,7,7,4,Thank you! ,5eb35913-5fb2-3068-e6cb-4cf6a7d1f1d4,42,2,4,1,1,6,5,3,74431
1,3,1,2,1,2,1,2,1,3,1,4,1,3,1,4,1,2,2,5,6,4,6,7,5,7,5,3,7,6,5,7,1,3,6,4,9,5,1,4,3,4,4,4,4,1,2,37,5,6,4,6,6,7,No,5eb35943-a1bc-e8a7-ea8b-473c1aff3684,37,2,5,1,1,2,2,3,38040
1,2,3,2,2,3,2,3,2,3,3,4,1,2,2,3,4,3,2,5,3,5,5,5,4,3,4,5,6,3,5,5,4,4,3,4,6,5,3,4,2,4,3,3,4,1,2,32,4,3,4,4,3,4,No,5eb35a7c-84e6-df1f-c80f-9f0f417e3bef,32,2,7,15,2,4,1,4,85301
1,2,4,5,1,3,1,3,1,3,1,4,2,2,2,3,5,4,5,6,5,6,6,6,6,6,7,8,8,5,5,6,7,6,7,5,7,6,4,2,1,4,2,2,5,2,2,36,"1,5",7,6,4,4,6,Great,5eb35a9e-1754-2348-f9a7-f768cb452bdd,36,2,1,1,1,6,10,3,39466
1,4,3,3,4,2,2,2,2,3,1,2,1,3,2,3,3,2,3,6,4,6,4,6,9,6,7,9,2,4,7,3,8,4,2,3,4,1,4,1,6,4,4,3,5,2,2,19,5,2,7,7,7,1,,5eb3583d-02f5-be6a-de95-34b747364c13,19,2,6,1,1,6,9,4,92553
1,1,3,1,5,2,5,3,1,3,3,3,2,3,3,2,2,3,5,5,1,9,1,5,5,5,8,5,1,2,6,5,8,5,4,4,4,1,3,5,7,1,1,1,5,2,2,67,5,4,6,7,7,4,,5eb359a7-b4ce-136c-ec69-52a854e88896,67,2,6,1,1,4,10,3,25530
1,1,5,1,5,2,5,2,4,5,5,5,5,1,5,3,5,2,4,8,6,7,2,9,5,7,6,7,7,5,5,6,6,7,5,5,4,6,6,4,6,1,1,1,5,2,2,59,5,4,7,7,7,1,,5eb358b4-62be-1138-d13f-edd39caf75bd,59,2,9,1,1,6,10,3,21740
1,1,2,5,2,2,3,2,3,2,2,4,4,2,2,3,4,3,5,6,6,3,5,7,4,7,6,5,7,6,4,6,3,7,8,5,8,6,2,1,4,4,4,4,4,2,2,51,5,6,6,7,7,4,Very easy to understand ,5eb35992-70e0-c135-078a-90f01102073a,52,2,8,1,1,2,9,3,27317
1,4,1,5,1,4,1,2,1,2,1,3,1,4,1,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,4,5,5,2,19,5,6,6,6,7,4,,5eb35a02-e8bf-3e08-47d3-077525d9b67a,19,2,1,1,1,6,7,4,95687
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35b44-27ef-dab6-3a4c-b7abaa94a29b,42,2,1,1,1,2,4,3,33024
1,2,4,1,1,2,1,3,1,2,5,2,1,2,1,3,1,3,1,5,5,8,8,5,5,8,5,7,5,5,5,8,5,2,8,2,5,8,2,4,6,4,2,2,5,2,1,60,5,4,6,6,6,2,Interesting ,5eb35905-b108-3dec-6037-7ad92d206f6a,60,1,3,1,1,5,9,4,95815
1,1,3,3,3,2,3,2,3,2,3,4,3,4,3,3,1,3,5,6,7,6,8,4,6,6,6,6,4,4,6,6,6,4,4,4,6,4,4,2,2,4,3,4,5,2,2,42,3,7,6,7,6,4,Too long,5eb359a0-3209-f253-c9a2-9b9ac41cdfeb,42,2,5,2,1,4,9,4,90810
1,3,3,5,3,3,2,4,3,3,3,5,2,3,3,4,3,3,3,5,4,5,5,5,5,5,7,5,5,5,5,5,5,5,8,5,5,5,6,3,2,4,4,4,4,1,2,18,"3,4",7,7,7,7,4,,5eb35a26-8788-50fe-939f-25573d69fad0,18,2,1,2,1,2,2,1,7103
1,1,5,1,5,2,5,1,5,2,1,2,5,3,5,1,5,2,5,5,5,1,1,5,5,5,1,5,1,5,1,1,5,1,5,1,1,1,5,5,3,1,1,1,5,2,2,73,5,7,1,1,1,1,ANOTHER SCAM SCURVEY.,5eb359cb-374a-2008-dd3c-9391a8c2f7fc,73,2,1,1,1,4,10,4,82604
1,1,4,2,5,2,5,3,4,3,4,2,5,3,4,5,4,3,5,7,8,7,6,8,9,7,8,8,2,9,8,2,8,2,2,8,9,2,4,2,6,2,2,2,5,2,2,57,5,4,6,7,6,6,none,5eb359b7-30c2-cca6-ec2c-edc62ae12d07,57,2,6,1,1,2,10,3,37938
1,1,5,5,5,2,5,3,1,3,1,3,1,1,1,3,1,3,5,5,9,4,9,7,5,7,5,2,8,8,3,5,3,2,6,2,7,4,1,5,2,4,4,4,5,2,2,60,5,6,6,6,6,3,,5eb35a27-7622-41b8-e8f8-6dc53e4d9c3a,60,2,3,1,1,4,10,3,79904
1,2,1,1,1,2,1,3,1,3,1,3,1,3,1,1,1,3,5,5,5,5,5,9,5,9,5,7,9,5,5,9,5,5,9,5,5,5,5,2,4,4,4,4,7,2,2,34,5,6,4,5,7,4,,5eb35a26-9f47-3f6c-f9c3-0f5ba6a44ad5,33,2,9,1,1,6,10,3,24073
1,3,2,3,3,3,1,3,1,2,5,4,1,5,5,4,1,3,5,6,5,6,5,6,5,5,5,2,4,5,6,7,5,4,6,4,6,2,3,4,3,5,5,5,6,3,2,38,2,4,7,6,6,4,,5eb359d3-8149-b275-bd2b-5a9fa91aa930,38,2,8,4,1,6,3,4,91766
1,1,3,1,1,2,2,1,1,4,3,2,2,1,1,1,1,2,2,4,3,4,4,8,6,4,6,7,7,4,8,4,4,6,3,6,4,6,6,1,7,6,6,5,5,2,2,65,3,6,6,6,6,5,That people should work together and help each other produced surroundingopo,5eb359d8-5fe4-5e2e-c7a9-4518d0831860,65,2,7,2,1,6,10,3,77082
1,1,4,4,5,2,4,1,5,2,1,2,5,5,3,5,5,2,5,5,9,7,3,7,7,5,7,7,7,5,7,2,7,7,8,5,7,7,3,1,4,4,4,4,6,1,2,40,2,6,4,4,4,4,,5eb35a52-ad7d-c61e-8aa6-c8ea6e8af50f,40,2,14,9,1,6,1,2,64119
1,2,3,1,2,3,2,3,3,4,3,3,3,3,2,4,3,3,5,3,4,5,3,2,5,3,3,3,5,3,5,4,2,6,3,3,4,6,3,3,4,3,4,3,5,1,2,24,5,4,4,4,4,4,No,5eb35ab0-f761-d4e4-7356-3bc1bdf505db,24,2,3,1,1,6,1,3,31206
1,4,1,3,1,2,1,2,1,3,1,4,1,1,1,3,1,3,5,8,7,9,8,5,7,9,9,9,2,2,9,5,9,4,1,8,5,1,7,4,1,5,5,6,5,1,2,33,3,6,7,7,7,2,,5eb358d4-b3e6-67a3-d905-1c818f704c94,33,2,1,2,1,6,1,1,10451
1,3,3,3,3,4,3,2,3,3,3,3,3,3,3,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,4,3,4,3,2,18,2,3,6,7,5,4,,5eb3594d-0457-a6af-b5b7-d852442afbff,18,2,24,4,1,2,3,1,11542
1,5,5,4,4,5,4,4,4,2,5,5,5,5,4,5,5,5,5,4,8,6,8,7,4,6,6,5,8,7,7,5,6,4,4,1,8,4,4,1,6,7,7,7,5,1,2,62,5,7,5,6,7,5,,5eb35836-fee1-7089-890b-ef2faf2ccd68,62,2,8,1,1,2,1,3,27455
1,5,3,1,5,2,2,1,5,4,4,3,4,2,2,3,4,3,5,4,3,8,8,7,3,7,7,1,7,8,6,8,4,7,7,9,8,8,8,1,6,6,6,5,6,1,2,33,4,6,7,6,5,6,Thank you ,5eb35a74-9cdb-6f81-c8b3-6e5f3bcc1251,33,2,19,15,2,6,1,2,52803
1,1,4,1,5,2,5,3,3,4,4,2,4,2,4,4,4,2,5,5,2,3,2,6,8,7,4,2,2,7,8,5,8,2,5,7,9,3,1,5,5,1,2,2,7,2,2,65,5,3,6,4,4,4,No,5eb3599a-5e63-bd74-a64b-9a869d6249b1,65,2,2,15,2,7,10,1,14032
1,4,1,5,1,2,5,2,1,3,5,2,2,1,5,3,5,2,5,4,9,3,3,6,4,7,2,7,8,7,3,9,7,7,7,1,9,1,1,1,4,1,1,1,6,4,2,44,5,4,6,7,6,2,No thank you ,5eb359ba-cd78-3c28-83a8-a4b70d7ff9ca,44,2,6,1,1,6,8,2,55403
1,1,5,1,5,2,5,5,2,5,3,2,2,1,3,3,5,3,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,9,5,5,5,2,7,1,1,1,4,2,2,34,5,6,7,7,7,2,It was great. Thank you. ,5eb35991-a0fc-8fbf-b937-0b9d7fececeb,34,2,8,1,1,2,10,3,76567
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35b1c-db67-00fe-c65e-ad96eb3cb295,37,2,13,2,1,2,7,3,70517
1,2,1,4,1,2,1,2,1,3,1,2,3,2,1,2,3,3,5,3,5,3,1,7,7,9,4,8,4,9,7,7,2,5,7,1,6,4,1,1,4,3,3,3,6,2,2,60,5,5,6,7,7,7,,5eb3595d-6832-17ca-bd3a-e46fbaa461b6,60,2,5,1,1,6,9,3,77450
1,1,2,4,4,2,2,2,2,3,3,2,3,3,3,2,2,3,5,9,7,9,8,8,7,9,7,7,8,8,9,8,8,7,8,7,8,8,8,1,4,4,5,5,6,1,2,43,5,6,7,7,7,1,,5eb35a3c-9f39-3444-0e73-f8d52b6924a0,43,2,19,1,1,6,2,3,40219
1,3,2,3,1,3,2,2,2,3,1,3,1,3,2,3,1,3,2,6,4,5,4,6,2,5,6,3,5,5,5,6,5,4,3,5,6,5,6,4,4,3,4,5,4,3,2,31,5,6,2,6,7,4,Nothing at this time,5eb35a71-ca4e-fe0b-02be-aae545ada898,31,2,5,1,1,2,4,4,98626
1,5,5,5,5,4,4,3,1,2,5,5,4,5,3,5,5,3,5,7,8,8,7,8,8,6,7,5,7,7,8,8,8,7,7,7,8,6,6,1,6,7,7,6,7,1,2,37,5,2,6,7,7,3,,5eb359ef-5334-14be-b7b5-fe833a37697a,37,2,8,1,1,7,1,4,92840
1,2,3,5,4,3,2,1,2,3,3,3,2,2,4,3,2,3,5,6,7,6,8,7,7,7,6,7,6,8,6,7,6,7,8,8,8,5,7,1,5,4,5,5,5,1,2,44,2,6,4,7,2,7,It was fast and easy!,5eb35a26-8ec8-f800-8b59-c9bbe7d7a710,44,2,9,4,1,6,1,3,22203
1,3,1,5,4,3,1,1,1,4,1,4,2,5,2,3,1,3,5,5,7,5,7,6,5,7,5,3,6,5,5,5,5,3,7,2,7,5,3,1,4,6,6,4,6,1,2,37,5,7,7,7,7,4,,5eb359af-b134-2c64-70b8-99f111e6035d,37,2,16,1,1,6,1,4,80110
1,5,5,5,5,2,5,3,3,2,3,5,5,5,4,5,5,3,5,8,6,7,9,5,7,7,5,5,5,6,9,5,8,5,5,5,7,1,5,1,6,7,7,7,6,1,2,38,5,4,7,7,7,4,,5eb35a13-d991-3cbc-357b-765663dfd58d,38,2,6,1,1,6,1,2,48334
1,1,5,1,4,2,5,1,5,3,3,2,1,2,2,3,2,3,5,5,5,6,6,6,6,5,6,6,4,4,7,5,7,4,5,5,5,3,4,5,7,2,2,2,5,2,2,63,5,6,7,7,7,5,,5eb359bb-c555-8bae-94aa-32a085e02fa5,63,2,13,1,1,2,10,4,89081
1,1,1,3,1,2,3,1,1,3,1,2,1,2,1,5,1,2,5,4,8,4,7,8,4,8,3,3,6,6,5,6,3,3,7,2,8,6,3,5,3,4,3,3,4,3,2,47,"5,7",4,6,6,6,2,It was a good study,5eb3595b-5dd9-b89e-0414-7b3d5f0a2916,47,2,1,1,1,2,4,4,88012
1,2,1,2,1,3,1,2,1,3,1,4,1,3,1,3,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,4,5,5,2,40,5,4,7,7,7,2,,5eb359e4-a2ee-8136-5aca-3d407879952e,40,2,5,1,1,4,4,3,29730
1,3,1,3,2,2,1,1,1,3,3,3,3,4,2,3,1,3,5,7,6,6,8,8,2,6,6,4,6,2,8,5,5,3,5,2,3,6,3,1,5,5,5,4,4,1,2,22,3,4,5,6,7,4,This was a good survey,5eb35a32-8ca5-d949-7085-af8fb36e3bbe,23,2,1,2,1,2,2,3,20782
1,2,1,4,1,2,1,2,1,3,1,2,1,2,1,5,1,2,1,1,9,1,9,9,1,9,1,1,8,9,1,7,1,1,9,2,9,5,1,4,4,4,4,4,5,2,2,63,5,4,6,7,7,3,,5eb35a3f-61e2-d6e2-a5eb-e965f065e5d3,63,2,13,1,1,4,9,3,33573
1,4,1,5,3,5,3,1,1,3,1,5,3,3,1,2,1,3,5,5,5,5,9,9,5,5,5,5,5,9,1,5,5,5,5,9,5,5,1,1,2,4,4,4,6,3,2,38,2,4,7,,7,7,,5eb35a90-3392-d512-78ac-cd7d648fdc3b,38,2,13,4,1,6,1,1,11209
1,1,1,4,1,2,1,3,3,2,1,2,1,4,1,3,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,6,3,3,3,3,2,4,4,4,5,1,2,19,"4,5",6,6,7,6,6,,5eb35a8c-4961-b670-b5dd-afef29bce871,19,2,14,15,2,4,2,3,33178
1,5,4,1,1,4,4,3,3,3,3,5,2,3,3,4,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,2,36,5,4,1,1,1,4,,5eb35aab-4c97-3e0d-0504-b35008c6ea32,36,2,1,1,1,2,4,3,79766
1,5,1,3,1,2,1,2,1,2,1,5,1,3,1,3,1,2,1,7,7,5,5,5,5,7,5,7,5,7,7,5,7,7,7,5,7,5,8,1,4,5,4,5,6,1,2,23,4,4,7,7,7,1,N/a,5eb35993-2f4c-ae0b-c6d2-7233952a79f6,23,2,6,15,2,6,2,4,94541
1,1,2,1,5,2,1,2,3,3,5,4,3,3,1,3,3,2,5,6,7,6,9,9,9,9,5,3,7,4,5,7,3,1,9,4,8,7,3,4,7,4,5,4,6,1,2,36,2,1,7,7,7,1,Thanks for the survey,5eb3598e-9fef-3e8b-7909-51d309421e23,36,2,13,4,1,6,1,1,10510
1,1,5,5,5,2,1,1,1,5,5,5,5,5,3,5,5,5,5,9,9,9,9,9,9,9,8,9,9,9,9,1,9,9,9,9,9,9,9,1,7,7,5,1,7,1,2,28,3,1,7,7,7,1,none,5eb35af4-8d86-f16d-2fbf-fd5e188cd261,28,2,19,2,1,2,10,3,19809
1,2,1,,1,2,4,2,2,3,1,3,1,3,1,,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,6,3,2,55,5,7,7,7,7,4,none,5eb35aa2-bac4-3d7e-e9ef-fc88dd4ceeeb,55,2,8,1,1,6,4,1,7726
1,3,2,1,5,2,1,1,5,3,3,4,3,2,2,3,3,3,5,2,9,5,7,9,5,8,5,5,5,5,5,5,5,5,7,2,7,7,5,4,4,3,4,3,6,3,2,52,5,5,6,7,7,4,Nothing in particular ,5eb35997-2b7d-4ec2-4e5f-c52d4caf678d,52,2,7,1,1,6,5,1,1826
1,5,5,5,5,5,5,1,5,2,5,5,5,5,5,1,5,5,5,9,1,9,1,1,9,1,9,9,1,1,9,1,9,9,1,9,5,1,9,4,1,7,7,7,7,3,1,78,5,7,1,1,1,7,no,5eb359ad-921a-75a7-a8c0-ad6647619eed,78,1,1,1,1,7,4,4,80127
1,2,3,2,3,3,3,3,2,3,3,4,2,3,2,2,3,3,2,2,5,6,8,5,5,4,4,6,8,6,4,3,8,6,9,6,4,8,8,1,6,1,2,3,6,2,2,24,2,4,6,7,4,5,The questions felt they were serious and very well asked questions ,5eb35ac2-52b6-1856-67c4-b51454b5471b,24,2,19,4,1,6,10,3,76063
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35b78-90d1-3725-c558-2e7d26d0238a,37,2,3,1,1,2,2,3,37743
1,2,1,1,1,2,3,4,3,3,2,3,3,3,3,3,3,3,5,3,3,2,7,6,5,6,5,6,6,6,7,7,5,7,6,3,6,3,6,1,4,4,5,4,5,1,2,28,4,5,6,5,4,5,Nope!,5eb359bf-e2f3-cf78-c961-72c037a21dca,28,2,3,15,2,6,1,3,79936
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb359e4-1f19-9424-c766-c0848fb3b0b4,29,2,3,1,1,2,9,3,28649
1,3,1,2,1,3,1,3,3,3,1,4,1,3,1,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,4,4,3,2,24,5,4,4,4,4,4,,5eb35a80-b2f3-a350-9eb4-e83d168fb450,24,2,11,1,1,2,4,2,65775
1,4,4,2,2,3,3,1,2,4,3,4,4,2,3,3,2,3,5,6,7,7,7,6,6,7,7,7,8,7,8,6,8,6,7,7,7,5,8,1,6,6,5,4,6,2,1,40,4,6,7,7,7,2,,5eb35adb-9891-07f4-69f8-9206ed3e03ce,40,2,12,15,2,6,9,2,49337
1,4,4,1,5,2,5,1,3,5,5,5,5,1,5,4,5,3,5,5,6,5,2,5,9,7,7,6,6,8,5,6,9,7,5,7,4,7,7,1,7,4,7,4,6,1,2,36,3,2,7,7,7,1,,5eb35981-d677-f127-0bd1-60cbf63824dc,36,2,5,2,2,2,1,3,30269
1,4,5,1,3,3,2,2,3,4,4,4,4,2,3,2,2,3,5,4,4,5,6,3,5,4,5,3,4,3,4,4,5,4,6,3,5,3,6,1,2,5,5,4,4,1,2,34,5,5,5,5,5,5,None,5eb35aeb-ae73-6629-b63a-9cce587a597b,35,2,9,1,1,2,1,3,28054
1,4,1,5,5,3,1,3,3,3,1,5,4,3,1,5,1,3,5,5,1,1,5,5,1,5,5,5,1,5,4,1,1,5,9,5,5,5,1,3,2,7,7,7,4,1,2,19,5,4,7,7,7,1,,5eb35a4d-5821-aae9-3758-e7af211ad1d1,18,2,1,1,1,2,1,4,92008
1,3,1,1,5,2,4,1,2,2,2,3,2,3,1,2,1,2,5,6,8,5,6,8,2,5,2,5,5,5,2,5,1,1,5,2,5,5,1,5,4,2,2,2,5,2,2,71,5,6,6,7,7,4,none,5eb35999-3d6b-3aa2-78f5-53986bc28cf8,71,2,6,1,1,5,10,3,30241
1,3,3,3,3,4,3,2,4,5,3,4,1,3,3,4,2,4,4,3,5,5,5,7,8,7,5,6,3,8,6,6,7,6,9,7,7,4,5,4,5,6,7,4,5,1,2,45,4,6,3,6,3,6,,5eb35b3b-2604-fb5a-fc43-5af41cbb8362,45,2,1,15,2,6,1,4,88001
1,5,4,5,5,3,4,1,5,2,4,5,4,3,3,5,5,3,5,1,7,4,9,7,7,6,7,5,5,8,8,2,7,1,2,2,9,2,1,2,6,6,6,6,5,1,2,40,2,2,7,7,7,2,,5eb359f6-d67a-ded1-b942-1163221634c6,45,2,10,4,1,4,1,4,90065
1,1,1,2,3,3,4,2,2,3,2,2,3,4,4,4,4,3,5,6,7,4,8,4,4,4,2,4,6,3,4,5,1,6,8,5,8,6,2,4,2,4,5,3,4,1,2,29,5,6,4,6,5,3,,5eb35a52-c741-cee6-f91d-07777a84fa7e,29,2,1,1,1,2,2,3,38108
1,1,1,2,1,2,5,1,1,2,1,2,1,1,1,3,1,2,5,5,9,5,1,9,1,9,9,5,9,9,5,9,1,9,9,1,9,5,1,5,1,1,1,1,5,5,2,40,5,1,7,7,7,1,,5eb35adf-dd79-ac5a-2bdd-151c65ba9fce,41,2,5,1,1,6,7,1,2494
1,3,3,4,3,3,2,3,3,3,1,3,2,4,2,4,4,3,2,2,7,8,9,8,5,9,6,2,2,5,5,5,5,2,6,1,8,5,2,4,7,5,6,6,6,3,1,67,5,6,6,7,6,4,,5eb35ad7-ee14-b3a2-1b45-0a05fb46ee34,67,1,5,1,1,6,3,4,87569
1,3,1,4,1,2,1,3,1,3,1,4,1,4,1,4,2,3,5,4,5,4,5,4,5,4,4,5,4,3,4,4,3,5,5,4,5,4,3,3,3,5,6,5,4,1,2,21,5,5,5,7,7,4,,5eb35ab1-e75f-c53c-7281-18abbd3cd7e1,21,2,6,1,1,2,1,1,15601
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35b2d-1bc5-e208-a366-e56369d5f8b2,34,2,4,1,1,2,1,2,44240
1,5,5,4,5,3,5,1,5,3,5,4,5,3,5,5,5,3,5,1,9,1,5,6,1,8,1,1,5,5,5,9,1,2,9,2,9,5,1,1,6,5,5,5,6,1,2,60,5,5,5,6,6,4,Thx ,5eb359e6-edb6-53b6-df7d-f2cc9237ba83,60,2,10,1,1,6,1,1,2062
1,1,3,5,3,3,3,2,3,2,3,2,3,3,3,5,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,6,2,4,4,4,1,2,35,3,4,7,7,7,7,No,5eb35aa1-d6b9-3999-6f7b-a145da1f50ee,35,2,6,2,1,2,1,3,21239
1,5,3,5,3,4,3,1,1,2,3,5,3,5,3,5,3,4,1,1,9,4,8,9,5,9,4,1,7,9,6,8,2,1,9,1,8,5,1,4,6,6,6,6,6,1,2,69,5,6,7,7,7,1,,5eb35a7c-20c8-6acf-dda3-6d8f73a9a3b0,69,2,18,1,1,6,1,3,31705
1,1,1,1,5,2,3,2,1,2,1,4,2,2,1,3,1,2,5,9,9,8,8,8,5,9,8,8,9,8,7,9,9,8,9,7,9,9,1,1,2,4,4,4,5,3,2,66,5,7,7,7,7,5,,5eb35ab2-6ba1-a6e6-4f45-0b6614a4f9db,66,2,7,1,1,6,9,3,22407
1,1,1,2,3,2,3,2,1,3,1,2,1,2,1,3,1,3,5,4,6,5,7,7,2,7,4,5,5,6,6,5,5,4,7,3,7,5,2,4,6,2,2,2,5,3,2,64,5,4,5,5,6,4,,5eb35a72-07c9-0a0e-898f-2f8376d8773d,64,2,2,1,1,4,5,3,27889
1,4,3,4,2,3,1,3,1,3,2,3,1,4,1,5,4,3,5,5,8,4,8,7,4,5,2,1,9,6,3,9,1,7,7,5,9,5,1,1,4,6,6,6,6,1,2,32,5,4,7,7,7,4,,5eb35982-79a6-ad78-4b94-88f2795a7c70,32,2,15,1,1,6,1,2,55128
1,1,3,3,3,3,2,2,3,2,3,4,2,3,2,2,3,3,3,4,5,4,4,6,5,5,4,3,5,5,3,5,2,6,5,4,5,5,4,1,5,3,3,3,5,2,2,56,5,4,7,7,7,3,No ,5eb35b01-b20c-9583-56f0-90eb515972e9,56,2,5,1,1,6,9,1,18020
1,2,1,5,4,2,2,3,3,2,4,3,3,4,3,3,3,3,3,6,7,3,5,3,6,5,7,2,7,7,5,7,4,4,4,6,6,4,3,1,4,5,6,6,7,2,2,41,5,4,6,6,7,2,,5eb35a11-4bc7-9aac-23fe-fff8a47dbd28,41,2,14,1,1,6,10,4,89166
1,3,1,3,1,2,3,3,1,3,1,4,1,3,1,3,1,3,5,3,6,4,5,7,4,6,5,5,6,4,5,7,4,4,6,4,7,5,4,1,1,4,4,4,6,5,2,39,5,7,7,7,7,4,No,5eb35ae9-05cc-765d-92cc-19d0456d8175,39,2,15,1,1,6,7,3,28104
